name,rating,instructions,type,muscle,equipment,level
Wide Stance Stiff Legs,8.4,"{""Begin with a barbell loaded on the floor. Adopt a wide stance, and then bend at the hips to grab the bar. Your hips should be as far back as possible, and your legs nearly straight. Keep your back straight, and your head and chest up. This will be your starting position."",""Begin the movement be engaging the hips, driving them forward as you allow the arms to hang straight. Continue until you are standing straight up, and then slowly return the weight to the starting position. For successive reps, the weight need not touch the floor.""}",Olympic Weightlifting,Hamstrings,Barbell,Beginner
Clean,8.3,"{""With a barbell on the floor close to the shins, take an overhand (or hook) grip just outside the legs. Lower your hips with the weight focused on the heels, back straight, head facing forward, chest up, with your shoulders just in front of the bar. This will be your starting position."",""Begin the first pull by driving through the heels, extending your knees. Your back angle should stay the same, and your arms should remain straight. Move the weight with control as you continue to above the knees."",""Next comes the second pull, the main source of acceleration for the clean. As the bar approaches the mid-thigh position, begin extending through the hips. In a jumping motion, accelerate by extending the hips, knees, and ankles, using speed to move the bar upward. There should be no need to actively pull through the arms to accelerate the weight; at the end of the second pull, the body should be fully extended, leaning slightly back, with the arms still extended."",""As full extension is achieved, transition into the third pull by aggressively shrugging and flexing the arms with the elbows up and out. At peak extension, aggressively pull yourself down, rotating your elbows under the bar as you do so. Receive the bar in a front squat position, the depth of which is dependent upon the height of the bar at the end of the third pull. The bar should be racked onto the protracted shoulders, lightly touching the throat with the hands relaxed. Continue to descend to the bottom squat position, which will help in the recovery."",""Immediately recover by driving through the heels, keeping the torso upright and elbows up. Continue until you have risen to a standing position.""}",Olympic Weightlifting,Hamstrings,Barbell,Beginner
Good Morning,8.3,"{""Begin with a bar on a rack at shoulder height. Rack the bar across the rear of your shoulders as you would a power squat, not on top of your shoulders. Keep your back tight, shoulder blades pinched together, and your knees slightly bent. Step back from the rack."",""Begin by bending at the hips, moving them back as you bend over to near parallel. Keep your back arched and your cervical spine in proper alignment."",""Reverse the motion by extending through the hips with your glutes and hamstrings. Continue until you have returned to the starting position.""}",Powerlifting,Hamstrings,Barbell,Intermediate
Glute Ham Raise,8.3,"{""Begin by adjusting the equipment to fit your body. Place your feet against the footplate in between the rollers as you lie facedown. Your knees should be just behind the pad."",""Start from the bottom of the movement. Keep your back arched as you begin the movement by flexing the knees. Drive your toes into the foot plate as you do so. Keep your upper body straight, and continue until your body is upright."",""Return to the starting position, keeping your descent under control.""}",Powerlifting,Hamstrings,Machine,Intermediate
Standing leg swing,8.2,"{""Stand next to a chair or other support, holding on with one hand."",""Swing your leg forward, keeping the leg straight. Continue with a downward swing, bringing the leg as far back as your flexibility allows. Repeat 5-10 times, and then switch legs.""}",Stretching,Hamstrings,Body Only,Beginner
Barbell stiff-legged deadlift,8.2,"{""Grasp a bar using an overhand grip (palms facing down). You may need some wrist wraps if using a significant amount of weight."",""Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position."",""Keeping the knees stationary, lower the barbell to over the top of your feet by bending at the waist while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Inhale as you perform this movement."",""Start bringing your torso up straight again by extending your hips until you are back at the starting position. Exhale as you perform this movement."",""Repeat for the recommended amount of repetitions.""}",Strength,Hamstrings,Barbell,Intermediate
Band Good Morning (Pull Through),8.1,"{""Loop the band around a post. Standing a little ways away, loop the opposite end around the neck. Your hands can help hold the band in position."",""Begin by bending at the hips, getting your butt back as far as possible. Keep your back flat and bend forward to about 90 degrees. Your knees should be only slightly bent."",""Return to the starting position be driving through with the hips to come back to a standing position.""}",Powerlifting,Hamstrings,Bands,Beginner
Linear Acceleration Wall Drill,9.2,"{""Lean at around 45 degrees against a wall. Your feet should be together, glutes contracted."",""Begin by lifting your right knee quickly, pausing, and then driving it straight down into the ground."",""Switch legs, raising the opposite knee, and then attacking the ground straight down."",""Repeat once more with your right leg, and as soon as the right foot strikes the ground hammer them out rapidly, alternating left and right as fast as you can.""}",Plyometrics,Hamstrings,Body Only,Intermediate
Single-leg kettlebell deadlift,9,"{""Hold a kettlebell in one hand, hanging to the side. Stand on one leg, on the same side that you hold the kettlebell."",""Keeping that knee slightly bent, perform a stiff-legged deadlift by bending at the hip, extending your free leg behind you for balance. Continue lowering the kettlebell until you are parallel to the ground, and then return to the upright position. Repeat for the desired number of repetitions.""}",Strength,Hamstrings,Kettlebells,Intermediate
Calf Press,7.4,"{""Adjust the seat so that your legs are only slightly bent in the start position. The balls of your feet should be firmly on the platform."",""Select an appropriate weight, and grasp the handles. This will be your starting position."",""Straighten the legs by extending the knees, just barely lifting the weight from the stack. Your ankle should be fully flexed, toes pointing up. Execute the movement by pressing downward through the balls of your feet as far as possible."",""After a brief pause, reverse the motion and repeat.""}",Strength,Calves,Machine,Beginner
Dumbbell Clean,8.7,"{""Begin standing with a dumbbell in each hand with your feet shoulder width apart."",""Lower the weights to the floor by flexing at the hips and knees, pushing your hips back until the dumbbells reach the floor. This will be your starting position."",""To initiate the movement, violently jump upward by extending the hips, knees, and ankles to acclerate the weights upward. Maintaining a neutral grip on the dumbbells, keep the arms straight until full extension is reached."",""After full extension, rebend the hips and knees to receive the weight in a squat position. Allow the arms to bend, guiding the dumbbells to your shoulders."",""Upon receiving the weight in the squat position, extend the hips and knees to finish in a standing position with the weights on your shoulders.""}",Strength,Hamstrings,n/a,Intermediate
Romanian Deadlift,8.7,"{""Hold a bar at hip level with a pronated (palms facing down) grip. Your shoulders should be back, your back arched, and your knees slightly bent. This will be your starting position."",""Lower the bar by moving your butt back as far as you can. Keep the bar close to your body, your head looking forward, and your shoulders back. Done correctly, you should reach the maximum range of your hamstring flexibility just below the knee. Any further movement will be compensation and should be avoided for this movement."",""At the bottom of your range of motion, return the starting position by driving the hips forward to stand up tall.""}",Strength,Hamstrings,Barbell,Intermediate
Smith Machine Calf Raise,8.7,"{""Place a block or weight plate below the bar on the Smith machine. Set the bar to a position that best matches your height. Once the correct height is chosen and the bar is loaded, step onto the plates with the balls of your feet and place the bar on the back of your shoulders."",""Take the bar with both hands facing forward. Rotate the bar to unrack it. This will be your starting position."",""Raise your heels as high as possible by pushing off of the balls of your feet, flexing your calf at the top of the contraction. Your knees should remain extended. Hold the contracted position for a second before you start to go back down."",""Return slowly to the starting position as you breathe in while lowering your heels."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Machine,Intermediate
Standing Calf Raises,8.5,"{""Adjust the padded lever of the calf raise machine to fit your height."",""Place your shoulders under the pads provided and position your toes facing forward (or using any of the two other positions described at the beginning of the chapter). The balls of your feet should be secured on top of the calf block with the heels extending off it. Push the lever up by extending your hips and knees until your torso is standing erect. The knees should be kept with a slight bend; never locked. Toes should be facing forward, outwards or inwards as described at the beginning of the chapter. This will be your starting position."",""Raise your heels as you breathe out by extending your ankles as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position by a second before you start to go back down."",""Go back slowly to the starting position as you breathe in by lowering your heels as you bend the ankles until calves are stretched."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Machine,Beginner
Seated Calf Raise,8.2,"{""Sit on the machine and place your toes on the lower portion of the platform provided with the heels extending off. Choose the toe positioning of your choice (forward, in, or out) as per the beginning of this chapter."",""Place your lower thighs under the lever pad, which will need to be adjusted according to the height of your thighs. Now place your hands on top of the lever pad in order to prevent it from slipping forward."",""Lift the lever slightly by pushing your heels up and release the safety bar. This will be your starting position."",""Slowly lower your heels by bending at the ankles until the calves are fully stretched. Inhale as you perform this movement."",""Raise the heels by extending the ankles as high as possible as you contract the calves and breathe out. Hold the top contraction for a second."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Machine,Intermediate
Calf Press On The Leg Press Machine,7.6,"{""Using a leg press machine, sit down on the machine and place your legs on the platform directly in front of you at a medium (shoulder width) foot stance."",""Lower the safety bars holding the weighted platform in place and press the platform all the way up until your legs are fully extended in front of you without locking your knees. (Note: In some leg press units you can leave the safety bars on for increased safety. If your leg press unit allows for this, then this is the preferred method of performing the exercise.) Your torso and the legs should make perfect 90-degree angle. Now carefully place your toes and balls of your feet on the lower portion of the platform with the heels extending off. Toes should be facing forward, outwards or inwards as described at the beginning of the chapter. This will be your starting position."",""Press on the platform by raising your heels as you breathe out by extending your ankles as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position by a second before you start to go back down."",""Go back slowly to the starting position as you breathe in by lowering your heels as you bend the ankles until calves are stretched."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Machine,Intermediate
Rocking Standing Calf Raise,7.5,"{""This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place it on the back of your shoulders (slightly below the neck)."",""Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso."",""Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance. Also maintain a straight back and keep the knees with a slight bend; never locked. This will be your starting position."",""Raise your heels as you breathe out by extending your ankles as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending (other than the slight initial bend we created during positioning) at any time. Hold the contracted position by a second before you start to go back down."",""Go back slowly to the starting position as you breathe in by lowering your heels as you bend the ankles until calves are stretched."",""Now lift your toes by contracting the tibia muscles in the front of the calves as you breathe out."",""Hold for a second and bring them back down as you breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Barbell,Beginner
Low cable overhead triceps extension,7.3,"{""Attach a rope to a low pulley. After selecting an appropriate weight, grasp the rope with both hands and face away from the cable."",""Position your hands behind your head with your elbows point straight up. Your elbows should start out flexed, and you can stagger your stance and lean gently away from the machine to create greater stability. This will be your starting position."",""To perform the movement, extend through the elbow while keeping the upper arm in position, raising your hands above your head."",""Squeeze your triceps at the top of the movement, and slowly lower the weight back to the start position.""}",Strength,Triceps,Cable,Intermediate
Standing barbell calf raise,7.2,"{""This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the bar on the back of your shoulders (slightly below the neck)."",""Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso."",""Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. The knees should be kept with a slight bend; never locked. This will be your starting position. Tip: For better range of motion you may also place the ball of your feet on a wooden block but be careful as this option requires more balance and a sturdy block."",""Raise your heels as you breathe out by extending your ankles as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position by a second before you start to go back down."",""Go back slowly to the starting position as you breathe in by lowering your heels as you bend the ankles until calves are stretched."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Barbell,Beginner
Barbell Seated Calf Raise,7.2,"{""Place a block about 12 inches in front of a flat bench."",""Sit on the bench and place the ball of your feet on the block."",""Have someone place a barbell over your upper thighs about 3 inches above your knees and hold it there. This will be your starting position."",""Raise up on your toes as high as possible as you squeeze the calves and as you breathe out."",""After a second contraction, slowly go back to the starting position. Tip: To get maximum benefit stretch your calves as far as you can."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Barbell,Beginner
Balance Board,6.4,"{""Place a balance board in front of you."",""Stand up on it and try to balance yourself."",""Hold the balance for as long as desired.""}",Strength,Calves,Other,Beginner
Weighted donkey calf raise,6.3,"{""For this exercise you will need access to a donkey calf raise machine. Start by positioning your lower back and hips under the padded lever provided. The tailbone area should be the one making contact with the pad."",""Place both of your arms on the side handles and place the balls of your feet on the calf block with the heels extending off. Align the toes forward, inward or outward, depending on the area you wish to target, and straighten the knees without locking them. This will be your starting position."",""Raise your heels as you breathe out by extending your ankles as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position by a second before you start to go back down."",""Go back slowly to the starting position as you breathe in by lowering your heels as you bend the ankles until calves are stretched."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Other,Intermediate
Smith Machine Reverse Calf Raises,6,"{""Adjust the barbell on the smith machine to fit your height and align a raised platform right under the bar."",""Stand on the platform with the heels of your feet secured on top of it with the balls of your feet extending off it. Position your toes facing forward with a shoulder width stance."",""Now, place your shoulders under the barbell while maintaining the foot positioning described and push the barbell up by extending your hips and knees until your torso is standing erect. The knees should be kept with a slight bend; never locked. This will be your starting position. Tip: The barbell on your back is only for balance purposes."",""Raise the balls of your feet as you breathe out by extending your toes as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position for a second before you start to go back down."",""Slowly go back down to the starting position as you breathe in by lowering the balls of your feet and toes."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Machine,Beginner
Dumbbell Seated One-Leg Calf Raise,5.6,"{""Place a block on the floor about 12 inches from a flat bench."",""Sit on a flat bench and place a dumbbell on your upper left thigh about 3 inches above your knee."",""Now place the ball of your left foot on the block. This will be your starting position."",""Raise your toes up as high as possible as you exhale and you contract your calf muscle. Hold the contraction for a second."",""Slowly return to the starting position, stretching as far down as possible."",""Repeat for your prescribed number of repetitions and then repeat with the right leg.""}",Strength,Calves,n/a,Intermediate
Ankle Circles,5.3,"{""Use a sturdy object like a squat rack to hold yourself."",""Lift the right leg in the air (just around 2 inches from the floor) and perform a circular motion with the big toe. Pretend that you are drawing a big circle with it. Tip: One circle equals 1 repetition. Breathe normally as you perform the movement."",""When you are done with the right foot, then repeat with the left leg.""}",Stretching,Calves,None,Beginner
Peroneals-SMR,5.3,"{""Lay on your side, supporting your weight on your forearm and on a foam roller placed on the outside of your lower leg. Your upper leg can either be on top of your lower leg, or you can cross it in front of you. This will be your starting position."",""Raise your hips off of the ground and begin to roll from below the knee to above the ankle on the side of your leg, pausing at points of tension for 10-30 seconds. Repeat on the other leg.""}",Stretching,Calves,Body Only,Intermediate
Knee Circles,4.9,"{""Stand with your legs together and hands by your waist."",""Now move your knees in a circular motion as you breathe normally."",""Repeat for the recommended amount of repetitions.""}",Stretching,Calves,Body Only,Beginner
Calf SMR,4.8,"{""Begin seated on the floor. Place a foam roller underneath your lower leg. Your other leg can either be crossed over the opposite or be placed on the floor, supporting some of your weight. This will be your starting position."",""Place your hands to your side or just behind you, and press down to raise your hips off of the floor, placing much of your weight against your calf muscle. Roll from below the knee to above the ankle, pausing at points of tension for 10-30 seconds. Repeat for the other leg.""}",Stretching,Calves,Foam Roll,Beginner
Standing Gastrocnemius Calf Stretch,4.8,"{""Place your right heel on a step with your knee extended and lean forward to grab your right toe with your right hand. Your left knee should be slightly bent and your back should be straight."",""Support your weight on your left leg and place your left hand on your left thigh."",""Pull your right toes toward your knee until you feel a stretch in your calf.""}",Stretching,Calves,Body Only,Intermediate
Wall calf stretch,4.2,"{""Stand facing a wall from several feet away. Stagger your stance, placing one foot forward."",""Lean forward and rest your hands on the wall, keeping your heel, hip and head in a straight line."",""Attempt to keep your heel on the ground. Hold for 10-20 seconds and then switch sides.""}",Stretching,Calves,Body Only,Intermediate
Calf Raises - With Bands,4.1,"{""Grab an exercise band and stand on it with your toes making sure that the length of the band between the foot and the arms is the same for both sides."",""While holding the handles of the band, raise the arms to the side of your head as if you were getting ready to perform a shoulder press. The palms should be facing forward with the elbows bent and to the sides. This movement will create tension on the band. This will be your starting position."",""Keeping the hands by your shoulder, stand up on your toes as you exhale and contract the calves hard at the top of the movement."",""After a one second contraction, slowly go back down to the starting position."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Bands,Beginner
Calf Raise On A Dumbbell,3.3,"{""Hang on to a sturdy object for balance and stand on a dumbbell handle, preferably one with round plates so that it rolls as in this manner you have to work harder to stabilize yourself; thus increasing the effectiveness of the exercise."",""Now roll your foot slightly forward so that you can get a nice stretch of the calf. This will be your starting position."",""Lift the calf as you roll your foot over the top of the handle so that you get a full extension. Exhale during the execution of this movement. Contract the calf hard at the top and hold for a second. Tip: As you come up, roll the dumbbell slightly backward."",""Now inhale as you roll the dumbbell slightly forward as you come down to get a better stretch."",""Repeat for the recommended amount of repetitions.""}",Strength,Calves,Dumbbell,Beginner
Standing Soleus And Achilles Stretch,9.4,"{""Stand with your feet hip-distance apart, one foot slightly in front of the other."",""Bend both knees, keeping your back heel on the floor. Switch sides.""}",Stretching,Calves,None,Beginner
Seated Calf Stretch,9.3,"{""Sit up straight on an exercise mat."",""Bend one knee and put that foot on the floor to stabilize the torso."",""Straighten your other leg and flex your ankle."",""Using a band, towel, or your hand if you can reach, pull the toes toward you. Hold for 10 to 20 seconds, then switch sides.""}",Stretching,Calves,Body Only,Intermediate
Peroneals Stretch,9.3,"{""In a seated position, loop a belt, rope, or band around one foot. This will be your starting position."",""With the leg extended and the heel off of the ground, pull on the belt so that the foot is inverted, with the inside of the foot being pulled towards you. Hold for 10-20 seconds, and then switch sides.""}",Stretching,Calves,Bands,Intermediate
Triceps dip,9.1,"{""To get into the starting position, hold your body at arm's length with your arms nearly locked above the bars."",""Now, inhale and slowly lower yourself downward. Your torso should remain upright and your elbows should stay close to your body. This helps to better focus on tricep involvement. Lower yourself until there is a 90 degree angle formed between the upper arm and forearm."",""Then, exhale and push your torso back up using your triceps to bring your body back to the starting position."",""Repeat the movement for the prescribed amount of repetitions.""}",Strength,Triceps,Body Only,Intermediate
Decline EZ-bar skullcrusher,9.1,"{""Secure your legs at the end of the decline bench and slowly lay down on the bench."",""Using a close grip (a grip that is slightly less than shoulder width), lift the EZ bar from the rack and hold it straight over you with your arms locked and elbows in. The arms should be perpendicular to the floor. This will be your starting position. Tip: In order to protect your rotator cuff, it is best if you have a spotter help you lift the barbell off the rack."",""As you breathe in and you keep the upper arms stationary, bring the bar down slowly by moving your forearms in a semicircular motion towards you until you feel the bar slightly touch your forehead. Breathe in as you perform this portion of the movement."",""Lift the bar back to the starting position by contracting the triceps and exhaling."",""Repeat until the recommended amount of repetitions is performed.""}",Strength,Triceps,E-Z Curl Bar,Intermediate
Dumbbell floor press,9,"{""Lay on the floor holding dumbbells in your hands. Your knees can be bent. Begin with the weights fully extended above you."",""Lower the weights until your upper arm comes in contact with the floor. You can tuck your elbows to emphasize triceps size and strength, or to focus on your chest angle your arms to the side."",""Pause at the bottom, and then bring the weight together at the top by extending through the elbows.""}",Powerlifting,Triceps,Dumbbell,Intermediate
Cable V-bar push-down,9,"{""Attach a V-Bar to a high pulley and grab with an overhand grip (palms facing down) at shoulder width."",""Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the bar. The thumbs should be higher than the small finger. This is your starting position."",""Using the triceps, bring the bar down until it touches the front of your thighs and the arms are fully extended perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement."",""After a second hold at the contracted position, bring the V-Bar slowly up to the starting point. Breathe in as you perform this step."",""Repeat for the recommended amount of repetitions.""}",Strength,Triceps,Cable,Intermediate
Weighted bench dip,9,"{""For this exercise you will need to place a bench behind your back and another one in front of you. With the benches perpendicular to your body, hold on to one bench on its edge with the hands close to your body, separated at shoulder width. Your arms should be fully extended."",""The legs will be extended forward on top of the other bench. Your legs should be parallel to the floor while your torso is to be perpendicular to the floor. Have your partner place the dumbbell on your lap. Note: This exercise is best performed with a partner as placing the weight on your lap can be challenging and cause injury without assistance. This will be your starting position."",""Slowly lower your body as you inhale by bending at the elbows until you lower yourself far enough to where there is an angle slightly smaller than 90 degrees between the upper arm and the forearm. Tip: Keep the elbows as close as possible throughout the movement. Forearms should always be pointing down."",""Using your triceps to bring your torso up again, lift yourself back to the starting position while exhaling."",""Repeat for the recommended amount of repetitions.""}",Strength,Triceps,Body Only,Intermediate
EZ-Bar Skullcrusher,9,,Strength,Triceps,E-Z Curl Bar,Intermediate
Reverse Grip Triceps Pushdown,8.9,"{""Start by setting a bar attachment (straight or e-z) on a high pulley machine."",""Facing the bar attachment, grab it with the palms facing up (supinated grip) at shoulder width. Lower the bar by using your lats until your arms are fully extended by your sides. Tip: Elbows should be in by your sides and your feet should be shoulder width apart from each other. This is the starting position."",""Slowly elevate the bar attachment up as you inhale so it is aligned with your chest. Only the forearms should move and the elbows/upper arms should be stationary by your side at all times."",""Then begin to lower the cable bar back down to the original staring position while exhaling and contracting the triceps hard."",""Repeat for the recommended amount of repetitions.""}",Strength,Triceps,Cable,Intermediate
Push-Ups - Close Triceps Position,8.9,"{""Lie on the floor face down and place your hands closer than shoulder width for a close hand position. Make sure that you are holding your torso up at arms' length."",""Lower yourself until your chest almost touches the floor as you inhale."",""Using your triceps and some of your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step."",""After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.""}",Strength,Triceps,Body Only,Intermediate
Kneeling cable triceps extension,8.9,"{""Place a bench sideways in front of a high pulley machine."",""Hold a straight bar attachment above your head with your hands about 6 inches apart with your palms facing down."",""Face away from the machine and kneel."",""Place your head and the back of your upper arms on the bench. Your elbows should be bent with the forearms pointing towards the high pulley. This will be your starting position."",""While keeping your upper arms close to your head at all times with the elbows in, press the bar out in a semicircular motion until the elbows are locked and your arms are parallel to the floor. Contract the triceps hard and keep this position for a second. Exhale as you perform this movement."",""Slowly return to the starting position as you breathe in."",""Repeat for the recommended amount of repetitions.""}",Strength,Triceps,Cable,Intermediate
Single-arm cable triceps extension,8.9,"{""With your right hand, grasp a single handle attached to the high-cable pulley using a supinated (underhand; palms facing up) grip. You should be standing directly in front of the weight stack."",""Now pull the handle down so that your upper arm and elbow are locked in to the side of your body. Your upper arm and forearm should form an acute angle (less than 90-degrees). You can keep the other arm by the waist and you can have one leg in front of you and the other one back for better balance. This will be your starting position."",""As you contract the triceps, move the single handle attachment down to your side until your arm is straight. Breathe out as you perform this movement. Tip: Only the forearms should move. Your upper arms should remain stationary at all times."",""Squeeze the triceps and hold for a second in this contracted position."",""Slowly return the handle to the starting position."",""Repeat for the recommended amount of repetitions and then perform the same movement with the other arm.""}",Strength,Triceps,Cable,Intermediate
Triceps Pushdown - Rope Attachment,8.9,"{""Attach a rope attachment to a high pulley and grab with a neutral grip (palms facing each other)."",""Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor. The forearms should be pointing up towards the pulley as they hold the rope with the palms facing each other. This is your starting position."",""Using the triceps, bring the rope down as you bring each side of the rope to the side of your thighs. At the end of the movement the arms are fully extended and perpendicular to the floor. The upper arms should always remain stationary next to your torso and only the forearms should move. Exhale as you perform this movement."",""After holding for a second, at the contracted position, bring the rope slowly up to the starting point. Breathe in as you perform this step."",""Repeat for the recommended amount of repetitions.""}",Strength,Triceps,n/a,Intermediate
Seated triceps press,8.8,"{""Sit down on a bench with back support and grasp a dumbbell with both hands and hold it overhead at arm's length. Tip: a better way is to have somebody hand it to you especially if it is very heavy. The resistance should be resting in the palms of your hands with your thumbs around it. The palm of the hand should be facing inward. This will be your starting position."",""Keeping your upper arms close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semi-circular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step."",""Go back to the starting position by using the triceps to raise the dumbbell. Breathe out as you perform this step."",""Repeat for the recommended amount of repetitions.""}",Strength,Triceps,Dumbbell,Intermediate
Incline EZ-bar skullcrusher,8.8,"{""Hold a barbell with an overhand grip (palms down) that is a little closer together than shoulder width."",""Lie back on an incline bench set at any angle between 45-75-degrees."",""Bring the bar overhead with your arms extended and elbows in. The arms should be in line with the torso above the head. This will be your starting position."",""Now lower the bar in a semicircular motion behind your head until your forearms touch your biceps. Inhale as you perform this movement. Tip: Keep your upper arms stationary and close to your head at all times. Only the forearms should move."",""Return to the starting position as you breathe out and you contract the triceps. Hold the contraction for a second."",""Repeat for the recommended amount of repetitions.""}",Strength,Triceps,Barbell,Intermediate
Decline Close-Grip Bench To Skull Crusher,8.8,"{""Secure your legs at the end of the decline bench and slowly lay down on the bench."",""Using a close grip (a grip that is slightly less than shoulder width), lift the bar from the rack and hold it straight over you with your arms locked and elbows in. The arms should be perpendicular to the floor. This will be your starting position. Tip: In order to protect your rotator cuff, it is best if you have a spotter help you lift the barbell off the rack."",""Now lower the bar down to your lower chest as you breathe in. Keep the elbows in as you perform this movement."",""Using the triceps to push the bar back up, press it back to the starting position as you exhale."",""As you breathe in and you keep the upper arms stationary, bring the bar down slowly by moving your forearms in a semicircular motion towards you until you feel the bar slightly touch your forehead. Breathe in as you perform this portion of the movement."",""Lift the bar back to the starting position by contracting the triceps and exhaling."",""Repeat steps 3-6 until the recommended amount of repetitions is performed.""}",Strength,Triceps,Barbell,Beginner
Side Wrist Pull,8.8,"{""This stretch works best standing. Cross your left arm over the midline of your body and hold the left wrist in your right hand down at the level of your hips. Start the stretch with a bent left arm."",""Slowly straighten, pull, and lift it up to shoulder height, as pictured. Feel this stretch originate in your back, not your shoulders, and don't pull too hard on the shoulders joint. Switch sides.""}",Stretching,Shoulders,None,Beginner
Tricep Dumbbell Kickback,8.8,"{""Start with a dumbbell in each hand and your palms facing your torso. Keep your back straight with a slight bend in the knees and bend forward at the waist. Your torso should be almost parallel to the floor. Make sure to keep your head up. Your upper arms should be close to your torso and parallel to the floor. Your forearms should be pointed towards the floor as you hold the weights. There should be a 90-degree angle formed between your forearm and upper arm. This is your starting position."",""Now, while keeping your upper arms stationary, exhale and use your triceps to lift the weights until the arm is fully extended. Focus on moving the forearm."",""After a brief pause at the top contraction, inhale and slowly lower the dumbbells back down to the starting position."",""Repeat the movement for the prescribed amount of repetitions.""}",Strength,Triceps,Dumbbell,Intermediate
Dip Machine,8.8,"{""Sit securely in a dip machine, select the weight and firmly grasp the handles."",""Now keep your elbows in at your sides in order to place emphasis on the triceps. The elbows should be bent at a 90 degree angle."",""As you contract the triceps, extend your arms downwards as you exhale. Tip: At the bottom of the movement, focus on keeping a little bend in your arms to keep tension on the triceps muscle."",""Now slowly let your arms come back up to the starting position as you inhale."",""Repeat for the recommended amount of repetitions.""}",Strength,Triceps,Cable,Intermediate
Standing Dumbbell Triceps Extension,8.7,{},Strength,Triceps,Dumbbell,Intermediate
Parallel Bar Dip,8.7,"{""Stand between a set of parallel bars. Place a hand on each bar, and then take a small jump to help you get into the starting position with your arms locked out."",""Begin by flexing the elbow, lowering your body until your arms break 90 degrees. Avoid swinging, and maintain good posture throughout the descent."",""Reverse the motion by extending the elbow, pushing yourself back up into the starting position."",""Repeat for the desired number of repetitions.""}",Strength,Triceps,Body Only,Intermediate
Ring dip,8.7,"{""Grip a ring in each hand, and then take a small jump to help you get into the starting position with your arms locked out."",""Begin by flexing the elbow, lowering your body until your arms break 90 degrees. Avoid swinging, and maintain good posture throughout the descent."",""Reverse the motion by extending the elbow, pushing yourself back up into the starting position."",""Repeat for the desired number of repetitions.""}",Strength,Triceps,Body Only,Intermediate
Double-arm triceps kick-back,8.6,"{""With a dumbbell in each hand and the palms facing your torso, bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Make sure that you keep the head up. The upper arms should be close to the torso and parallel to the floor while the forearms are pointing towards the floor as the hands hold the weights. Tip: There should be a 90-degree angle between the forearms and the upper arm. This is your starting position."",""Keeping the upper arms stationary, use the triceps to lift the weights as you exhale until the forearms are parallel to the floor and the whole arms are extended. Like many other arm exercises, only the forearm moves."",""After a second contraction at the top, slowly lower the dumbbells back to their starting position as you inhale."",""Repeat the movement for the prescribed amount of repetitions.""}",Strength,Triceps,Dumbbell,Intermediate
